id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-221,Should-fix,Should-fix,tests-pinning-internals,tests/,"tests/test_ring_wire_format_contract.py:136,152,178; test_route_latency_tap_transport.py:247; test_fanin_coupling_auto.py:933; test_outputd_wiring.py (76 read_text sites incl. :585-600); test_ring_slot_ceiling_pin.py; +15 files reading rust/jasper-fanin/src/*.rs as text","Python contract tests regex-match Rust source, and have bent it","`assert re.search(r'None \| Some\(""""\)\s*=>\s*Ok\(RingWireFormat::S32Le\)', body)` pins a match arm; test_outputd_wiring.py embeds a verbatim copy of a pre-#2255 function body as a 'positive control'. The smoking gun is rust/jasper-fanin/src/config.rs:620-626 - a comment FORBIDDING the code from using the MEASUREMENT_LANE constant 'because this array is read as TEXT by tests/test_renderer_ring_lanes.py'","Delete the source-scraping halves; the Rust unit tests already pin the same behaviour. The genuinely cross-language constants belong in one shared vocabulary fixture both languages read - except test_ring_slot_ceiling_pin.py, which is the only available C/Rust/Python guard and should be kept (minus its dead xfail branch)",-400,"T19-1-F8,T19-2-E,T20-E,T21-G,T22-C5",,hardware-input,Y
R-222,Should-fix,Should-fix,tests-pinning-internals,tests/,"tests/test_install_helpers.py (3,062 LOC, 37+ source-text sites); test_web_main_imports.py:157-169; test_install_profile_tiers.py:428,463,668,698; test_outputd_wiring.py:269; test_install_plan_covers_main.py (202 LOC)","The deploy suite asserts on install.sh's text, 37 times","`assert '/^SPOTIFY_CLIENT_ID=/d' in install_sh`, `assert '802-11-wireless.powersave 2' in body`, `assert 'install_hid_accessory_unit_files' in <a function body>`; test_web_main_imports splits install.sh on a function name and regexes its arrays out - a source assertion that exists only because the port list is duplicated. test_install_helpers already has the better idiom (source install.sh and run helpers against tmp_path)",Convert the string assertions to the sourcing idiom; the STEPS-table and port-render fixes delete test_install_plan_covers_main.py and the array regex outright,-500,"T23-tests,T24-E",,steward-general,N
R-223,Should-fix,Should-fix,tests-pinning-internals,tests/,"tests/test_web_design_system.py (610); test_web_wizard_conventions.py (1,090); test_web_{airplay,bluetooth,home_assistant,rooms,speaker,spotify,transit,voice,weather,wifi}_setup.py (~89 markup assertions, ~2,000 LOC); tests/test_wifi_setup_ui.py:29-61","~3,700 lines of web tests assert raw markup/CSS text as completed-migration guards","`assert 'max-width: 620px' not in out`, `assert 'badge badge--warn' in out`, `assert '>Celsius<' in out`, `assert 'class=""toggle""' in js`. test_web_transit_setup.py:7-12 self-describes: 'This file is the migration guard: it asserts the page now renders canonical design-system bytes' - for a migration that has completed, with no removal condition. The two tree-scanning linters run as pytest","Fold the still-meaningful pins (secret absence, route surface, CSRF presence) into the primary test file and delete the guards; move the two linters to scripts/ or a ruff plugin; give wifi a real behaviour harness (its radio-off lockout has no other pin)",-2500,"T16-1-F,T16-2-E,T25-1-C5",#4031 Phase C/E tax,web-ui,Y
R-224,Should-fix,Should-fix,tests-pinning-internals,tests/,"tests/test_crossover_v2_operator_notes.py:505-552; test_crossover_v2_journey.py:580,698,760,868,944; test_correction_calibration.py:845-900; test_artifact_kind_vocabulary.py:60-160; test_program_analysis_field_census.py; test_ring_slot_ceiling_pin.py:89-98",Whole-tree AST-scanning guards with hardcoded allowlists and no expiry,test_no_shipped_module_reads_the_packets_operator_notes_block greps every jasper/**/*.py for a literal and asserts the offender list equals two paths; the journey guards AST-parse ~825 modules to forbid importing crossover_v2_flow; test_correction_calibration's ratchet exists solely because parse_calibration_text has a default argument and its own docstring calls itself 'a ratchet... not a proof of absence'; test_ring_slot_ceiling_pin still carries a live xfail branch for a constant that IS declared (layout.rs:80),Note 'dies with crossover_v2_flow.py' beside the journey guards; drop the calibration default so mypy enforces it and delete the ~55-line ratchet; delete the dead xfail,-150,"T13-2-C11,T12-2-C10,T12-1-tests,T21-E",,tuning,Y
R-225,Should-fix,Should-fix,tests-pinning-internals,tests/,"1,645 private-attribute patches across 191 files; tests/test_mux.py (410 private reaches); test_correction_status_and_bundles.py (65); test_measurement_window.py (61); test_doctor_renderers.py (58 patches of _run); test_sound_setup.py (167 sound_setup._* references)","1,645 private-attribute patches across 191 test files",A test that patches module._private_helper breaks on a refactor that keeps behavior identical; test_mux drives mux via _tick/_reconcile/_dirty_sources/_winner rather than its UDS protocol; the 121 private reaches into T16-1's subjects are why 'Phase D's pure moves will not be pure',Not a blanket fix - a design conversation about which seams should be promoted to a public/protocol boundary; start with mux (pin STATUS payloads and event= fields) and the web pages being split,0,"p0-tests-4,T04-F15,T16-1-F",#4030,steward-general,N
R-226,Should-fix,Should-fix,tests-pinning-internals,tests/,"696 match= prose regexes across 167 files; 690 caplog.text assertions across 93; 655 'assert in out' across 62; tests/test_audio_health.py (20 user-facing prose literals); test_measurement_window.py (15 sites); test_fanin_coupling_reconcile.py:430,457,921-950,1447","Error and log PROSE is the assertion surface at ~2,000 sites","Real violations: match='exactly equal', 'disk full', 'four attempts', 'schema version'; `assert 'ADR-0100' in detail`, `assert 'Connection refused' in detail`; `== 'Playing through the speaker.'` while the same file correctly uses audio_health.UNDECLARED_HARDWARE_HEADLINE elsewhere; 15 pytest.raises(match=<English>) telling one untyped MeasurementWindowError's failures apart by sentence; 84 more in rust/jasper-outputd/src/config.rs's own tests","Convert the highest-traffic error paths to typed exception attributes / reason codes (MeasurementWindowError.reason, a from_env reason enum); do not do all 696 at once",0,"p0-tests-3,T08-E,T06-C11,T05-C8,T20-C12,T21-C13",,steward-general,N
R-227,Should-fix,Should-fix,tests-pinning-internals,tests/,"37 clusters / 123 functions / 996 LOC across 35 files; tests/test_active_speaker_runtime_contract.py:2602-2717 (8); test_env_file.py:20-44 (4); rust/jasper-fanin/src/config.rs:2011-2530 (17 tests, ~600 LOC)",Literal-only test clusters that should be one parametrize,"AST clone detection normalizing Constants and Store-context names, excluding already-parametrized functions; the Rust cushion-decay block is 17 with_env->assert-bail-or-value tests of the same shape","@pytest.mark.parametrize each cluster; one table-driven Rust test over (env overrides, expected Result shape)",-920,"p0-tests-11.2,T19-1-F12",,steward-general,N
R-228,Should-fix,Should-fix,tests-pinning-internals,tests/,"10 test_web_*_setup.py files (canonical-document boilerplate); 12 systemd-unit test files (4,238 LOC); tests/_ring_negotiation_model.py (288), engine_declarations.py (93), _voice_runtime_text.py (22); 5 hand-rolled FakeClock classes",Test-side structural duplication that the shared helpers already cover,"The `assert out.startswith('<!doctype html>')` / `/assets/app.css?v=` / `class=""app-header""` triple is hand-copied near-verbatim across 10 files with no shared helper; 12 systemd files redeclare UNIT_PATH/_value_for on top of tests/systemd_unit_helpers.py (used by only 14 files); three single-use 'shared' helpers defeat their own purpose; 5 FakeClock shapes survive beside the new tests/fake_clock_fixtures.py (verified NOT exact duplicates - three different protocols)",One assert_canonical_page() helper; move per-file path constants into systemd_unit_helpers; inline the three single-use helpers; consolidate to 2 clock protocols,-700,"p0-tests-11.3,11.4,11.5,11.6",#4041 landed a prior round,steward-general,N
R-229,Should-fix,Should-fix,tests-pinning-internals,tests/,"tests/test_correction_analysis_characterization.py (782 LOC); test_audio_measurement_snr_policy.py:65-85; tests/test_audio_measurement_program_analysis.py (8,084 LOC); tests/test_correction_setup.py (4,145) + test_web_correction_setup.py (1,656)","Four test files whose subject moved, split, or is covered twice","The characterization file's own docstring says its purpose is 'the compatibility boundary for moving the acoustic math out of the session state machine' - a move that already happened; snr_policy asserts a delegation is 'byte-equal to'; program_analysis is larger than any source file in its package and did not split when its subject split into 8 modules; the two correction_setup suites total 5,801 LOC for a 5,127-LOC module with overlapping mandate and both define the same _module_js() helper",Delete a test when its subject moves; split program_analysis with its package; merge the two correction_setup suites,-800,"T11-C8,T12-1-tests,T16-3-E",#4030,tuning,N
R-230,Should-fix,Should-fix,tests-pinning-internals,tests/,"jasper/voice_daemon.py:1276-1461 (WakeLoop.for_tests, 185 LOC + _UNSET at :829); jasper/tools/audio.py:38-44,76-81; jasper/web/correction_crossover_v2.py:320,845,928; jasper/web/correction_setup.py:3564-3607",Test doubles and test-only seams shipped inside production modules,"for_tests defines 9 stub classes used by 47 test files and zero production callers, resident in the daemon's RAM on the Pi; tools/audio's DEFAULT_STEP_PERCENT/_percent_to_db/_db_to_percent exist solely for one test; correction_setup branches on hasattr shapes only test doubles have (MeasurementSession HAS both methods, and _accepts_target_config_path's only False path is exercised on hand-built fakes)",Move for_tests to tests/_wake_loop_double.py (tests/ already has the shared-double convention); delete the audio wrappers and the three shims with their tests,-250,"T01-F7,T02-F1,T16-3-C10",#4030 test-doubles dedupe,steward-general,N
R-231,Should-fix,Should-fix,tests-pinning-internals,tests/,"jasper/correction/replay_artifacts.py (157 LOC); jasper/route_latency/tap_client.py (265); jasper/cli/spotify_auth.py; jasper/cli/google_auth.py; jasper/active_speaker/graph_safety.py:sub_guard_present,mains_highpass_present; jasper/web/sound_setup.py:1893; ~14 further 0-hit modules (~600 LOC)","Real behaviour with no pin, in eight places","replay_artifacts is wired into production but its own derivation math is never named in any test and the one nearby test monkeypatches the caller away; FaninTapClient has no dedicated test; spotify_auth and google_auth have zero tests (google_auth's `def main() -> None` with no argv is likely why - every sibling CLI's tests call main([...])); two graph_safety driver-protection predicates have no test naming them; the staging metadata-write OSError path (which reports status 'staged' after failing) is untested in a 1,492-line suite",Add one behaviour pin each; give google_auth the argv-taking main shape the tile convention uses,+200,"p0-tests-11.14,11.15,T15-C9,T17-1-nit,T17-2-C6,T14-3-gap,T14-2-C8",,steward-general,N
R-232,Nit,Nit,tests-pinning-internals,tests/,"tests/test_wake_corpus_recording.py (22 time.sleep calls); tests/test_crossover_envelope_v2.py:4667,5741; tests/voice_eval/regression/test_barge_in_gemini.py",Three flakiness/waste signals in an otherwise clean suite,22 real sleeps (0.03-0.8 s) coordinating real threads; two `pytest.skip('clock is within 2 h of local midnight')` - a time-of-day dependent skip that can silently zero out coverage in a CI run landing in that window; one permanently-skipped placeholder whose own docstring says the real contract IS pinned elsewhere. No flaky markers and no xfails anywhere otherwise,Fake-clock the hottest sleeps; freeze the clock instead of skipping; delete the placeholder file (~95 LOC),-95,"p0-tests-6,p0-orphans-9",,steward-general,N
R-233,Should-fix,Should-fix,prose,jasper/ (repo-wide),"jasper/: 21% of 424k lines are comment+docstring; worst packages transit/ 0.90, tools/ 0.79, fanin/ 0.77, voice/ 0.68",Prose mass concentrated in the tuning stack and the DSP control plane,"Measured per tile: T05 dsp-control 38% (5,854 lines), T18 platform 34%, T01 voice 34%, T13-1 crossover_v2 29.8%, T02 27%, T12-2 26%, T24 deploy 43%, T21 rust shared 78% of non-test code, T19-1 fanin 41%, T23 install 36%. latency_mode.py (394 lines, 2% prose, the clearest file in its tile) is the standing proof it costs nothing","Delete history, dates, PR numbers and reviewer-addressed text; keep the non-derivable constraint sentence and a why-pointer. Target the ~10 files that carry a third of it",-8000,"T05-D,T18-A,T01-F,T13-1-C,T24-C10,T19-1,T21-F,T23-prose",#4106/#4113 (scope unconfirmed),steward-general,N
R-234,Should-fix,Should-fix,prose,jasper/ (repo-wide),jasper/web/correction_crossover_v2.py (5); crossover_envelope_v2.py (5); web/correction_setup.py (4); baseline_profile.py (4); voice_daemon.py (3); active_speaker/playback.py (3); config.py:652,"~35 'used to'/'previously' changelog-in-comment sites, the high-precision narration signal","The raw date/PR counts (1,301 #NNN mentions, 268 20XX- dates) overstate real debt - DEEP-AUDIT-2026-08-25 already adjudicated dated citations as the owner's house style. The 'used to' phrasing is the honest signal, and it is bounded",Strip the changelog sentences; git owns them,-35,"p0-docs-6,p0-docs-9.9",,steward-general,N
R-235,Should-fix,Should-fix,prose,jasper/ (repo-wide),"jasper/sound/settings.py:148-150; sound/graph_carrier.py:713-719; active_speaker/design_draft.py:1536-1541; active_speaker/environment.py:348; rust/jasper-outputd/src/config.rs:230-234,246-247; rust/jasper-outputd/src/main.rs:431-433; correction/bundles.py:33-38; jasper/wake_legs.py:44; jasper/cli/doctor/renderers.py:297; jasper/bus.py:36-40, citibike.py:41-46, transit/providers/nyc_bus.py:33-41; jasper/openai_session.py:801-804; deploy/camilladsp/outputd-cutover.yml:7","~15 comments that are provably FALSE at HEAD, several justifying real behaviour","settings.py promises emitters ignore trim on a flat profile - camilla_stereo_prefix.py:202-213 explicitly reversed it, so a reader gets a user-visible level policy wrong. graph_carrier's 'LATENT TODAY - no production caller yet' has two callers. design_draft justifies a file mode on a process identity the unit contradicts. outputd's config.rs says the FIFO lane falls back to the direct PCM (the code says silence) and that no in-tree writer arms the ring key (multiroom/reconcile.py:586 writes it) - exactly backwards. main.rs:431 calls the dac-content lane a LEADER lane when ADR-0220 says dumb member. bundles.py says 'v4 (P4)' above CURRENT_BUNDLE_SCHEMA_VERSION = 5. doctor tells an operator to source-build per a deleted path. outputd-cutover.yml:7 says its structure mirrors itself",Delete or correct each - AGENTS.md: a comment you cannot verify against the code misleads more than a missing one,-60,"T05-C6,T05-C7,T14-1-F12,T11-E,T20-C5,T20-C6,T20-E,T01-E,T03-C7,T01-F14,p0-orphans-10,T24-E",,steward-general,N
R-236,Should-fix,Should-fix,prose,jasper/,"jasper/voice_daemon.py (5,476 lines); jasper/audio_io.py (1,916)",The repo's two highest-traffic files have no module docstring,"Both start directly with the SPDX header and `from __future__ import annotations` (verified, not a parser artifact); every other file in the top-40-by-size sample has one",Add a one-paragraph responsibility docstring to both,+20,p0-docs-9.8,,steward-general,N
R-237,Should-fix,Should-fix,prose,jasper/cli/doctor/,"jasper/cli/doctor/{grouping,renderers,usbsink}.py:1-8 + 11 modules",Doctor docstrings narrate the split; one boilerplate is pasted 11 times,"'Re-homed verbatim from the original monolithic jasper/cli/doctor.py ... No check logic changed in the split', pointing at __init__.py 'for the package overview' - which is now 32 lines with no overview. `grep -c 'Closed vocabulary for this module'` -> 11, restating a rule tests/test_doctor_registry.py already enforces by AST",Delete the history lines; state the reason rule once in _registry.py and drop the 11 copies,-130,"T10-C15,p0-orphans-10",,doctor-state-resilience,N
R-238,Nit,Nit,prose,rust/ + deploy/,"rust/jasper-ring/src/lib.rs:137-171; rust/jasper-ring/Cargo.toml:5-40; rust/jasper-host-clock/src/lib.rs:24-96,196-217; deploy/lib/install/ring-platform.sh:391-459; deploy/install.sh:1206-1219; deploy/systemd/jasper-voice.service (254/326 comment lines); deploy/tmpfiles/jts-ring.conf (89/90)","Design transcripts, branch names and reviewer text in code and config","'## The eight questions (design answers)' - a 34-line Q&A transcript in a module doc; a 36-line essay in a Cargo.toml naming the branch it was developed on; a 72-line control-theory essay with its own headings; a 69-line escalation essay above five rm -f lines; 'SEAM FLAGGED FOR THE RECONCILER PR ... The later reconciler PR should refine this'; 37 'WS1 Phase 3b/4a/4b' workstream markers across the units while only 8 lines in 4,215 unit lines carry an ADR pointer","Move the essays to docs/adr/ and leave the pointer; the units need the ADR reference, not the narrative",-1200,"T21-F,T23-prose,T24-C10",,hardware-input,N
R-239,Should-fix,Should-fix,deploy-integrity,rust/,"rust/ (8 crates, 8 Cargo.lock, no [workspace]); .github/workflows/tests.yml:476-566; scripts/check-rust.sh:19-27; .github/dependabot.yml:52-77; deploy/lib/install/rust-daemons.sh:150-197; tests/test_build_and_ci_contracts.py:143-234",No cargo workspace: the crate roster is spelled in five places,"8 CI steps + an 8-entry rust-cache list + a rust_crates array + two dependabot entries + six stage_rust_crate blocks (run per daemon, four with `if [[ -d ]]` guards 'so a branch predating the crate still builds' - all four crates exist at HEAD). Three pytests exist only to stop the lockfiles drifting. The blocker people assume - divergent profiles - does not exist: fanin's and outputd's [profile.release] are identical field-for-field and the six shared crates declare none",Add rust/Cargo.toml with [workspace] + [workspace.dependencies] and ONE [profile.release]; keep -p separation for the low-RAM Zero build. Deletes ~150 LOC of CI/deploy/script plumbing and makes the daemon-twin dedupe cheap,-150,"T19-1-F6,T19-2-E,T21-C1,T26-2-C5,T27-C4",,hardware-input,Y
R-240,Blocker,Should-fix,deploy-integrity,jasper/cli/doctor/ + deploy/,deploy/bin/jasper-deploy-health (900 LOC); deploy/install.sh:2173; scripts/deploy-to-pi.sh:571; jasper/cli/doctor/_cli.py,ADR-0233 rule 5 unshipped: the third health tool still gates deploy,"`grep -rn '\-\-core' jasper/cli/doctor/ deploy/ scripts/` -> 0. The ADR calls jasper-deploy-health '~90% of the doctor with weaker hand-rolled parsers'. Meanwhile the doctor itself prints all 172 rows unconditionally on both surfaces with no --fails-only, and 87 of them (51%) cannot fail",Land the --core registry subset with lazy per-module imports; make it the CLI's default shape with --all behind a flag; port the 3 unique rows and delete the script and both call sites,-900,"T10-C1,T10-D,T23-E",ADR-0233 rule 5,doctor-state-resilience,Y
R-241,Should-fix,Should-fix,deploy-integrity,deploy/,deploy/lib/install/systemd-units.sh:47-50,11 of 12 installer-private shell libraries ship to every Pi unused,"`install -m 0644 deploy/lib/install/*.sh /usr/local/lib/jasper/install/`; the only runtime consumer is deploy/bin/jasper-contained-build:15 -> build-sandbox.sh. ~5,900 lines of dead bytes on the device",Install build-sandbox.sh only,0,T23-C5,,steward-general,N
R-242,Should-fix,Should-fix,deploy-integrity,deploy/,"deploy/install.sh:896-950,1122-1232,1585-1643,2024-2045,1055",Five install-time reconciler invocations run unbounded,"reapply_source_intent uses timeout 2703s and reconcile_sound_dsp_state uses timeout 30s, but `jasper-active-speaker runtime-safe-graph` x2, jasper-aec-reconcile, jasper-audio-hardware-reconcile, jasper-accessory-reconcile, jasper-fanin-coupling-reconcile and `jasper-cues regenerate` (a network call) have none. The runtime-safe-graph pair runs under run_captured_command, which withholds all output until exit - so a hang looks like a frozen deploy","One install_run_bounded <secs> -- <cmd>, used at all seven sites",+20,T23-C8,,steward-general,N
R-243,Should-fix,Should-fix,deploy-integrity,deploy/,deploy/lib/install/first-party-runtime.sh (581 LOC),A crash-recoverable two-phase-commit journal hand-written in bash for a path nothing activates,"JASPER_FIRST_PARTY_RUNTIME_BUNDLE is set nowhere outside its own docstring, install.sh's usage text and tests; prepare_first_party_runtime_bundle is 246 LOC and _first_party_runtime_recover_transaction 148. The producer exists so it is a real seam, but the recovery machinery has never run in production","Move the journal/recovery to scripts/verify-first-party-arm64-release.py (Python, testable) and leave a ~60-line shell caller; or gate the file behind the env var and stop sourcing it by default",-400,T23-C9,,steward-general,N
R-244,Should-fix,Should-fix,deploy-integrity,deploy/,"deploy/lib/install/env-migrations.sh:42 + 11 call sites; :488,653,664; deploy/lib/install/python-runtime.sh:86,372-384; deploy/lib/install/systemd-units.sh:109-116,230-233,1128,1728; deploy/install.sh:1045,1052,1299-1303,1719-1720; web-assets.sh:68-75; renderers.sh:206-208","~18 one-shot retirements run on every deploy, none with an expiry","heal_shared_state_modes spawns a ~50-path Python pass on every ensure_state_dir call - 10 of 11 passes are pure cost on a 415 MB box. Of the retirement targets, all but two have zero live references anywhere (the /root/.asoundrc migration, four rm'd yml/html assets, retire_esp32_accessory_python_packages' 12 packages, three retired units, the JASPER_SOURCE_INTENT_BLUETOOTH migration, and 8 of the 12 jasper.env sed-deletes). jasper-sources-web is disabled twice, in two different functions","Call the heal once from main(); replace the retirement set with one RETIRED table (path/unit/key + the release that retired it) applied by a single loop, so 'has every box passed this?' is one file to read",-150,"T23-C4,T23-env-table",,steward-general,N
R-245,Should-fix,Should-fix,deploy-integrity,deploy/,deploy/lib/install/service-users.sh:251-254,A redundant path-following chgrp under group-writable /var/lib/jasper,env-migrations.sh:83-90 states the rule ('a root deploy must never use path-following chgrp/chmod ... O_NOFOLLOW + fstat'); speaker_volume.json is already healed at env-migrations.sh:102,Delete the block; the allowlist covers it,-4,T23-C7,,steward-general,Y
R-246,Should-fix,Should-fix,deploy-integrity,deploy/,deploy/install.sh:1276-1277,install.sh's snd_aloop reload runs while renderers hold the module,"The comment claims the reload makes the new card config take effect; on a non-low-memory box nothing is parked yet at this point (park_audio_clients_for_core_graph_restart runs later, systemd-units.sh:1787), so rmmod returns EBUSY, `|| true` hides it and the new modprobe params silently do not apply. No test mentions snd_aloop","Park first, or detect EBUSY and emit event=install.aloop_reload_skipped reason=busy plus a reboot-required reason",+10,T23-C11,,steward-general,Y
R-247,Should-fix,Should-fix,deploy-integrity,deploy/,deploy/lib/install/systemd-units.sh:343-405,"systemd-analyze verify runs on one profile, against a hand-kept array","`grep -rn systemd-analyze deploy/` -> 1 call site; the full profile installs strictly more units (voice, the AEC stack, camillagui, turntable, jts-mic.slice) and gets no syntax check at all","After the central daemon-reload in both paths, verify the installed glob; delete the array",-45,T24-C7,,steward-general,N
R-248,Should-fix,Should-fix,deploy-integrity,deploy/systemd/ + deploy/udev/,deploy/systemd/jasper-aec-init.service:7; deploy/udev/99-jasper-turntable-autostop.rules:5,"Two device-specific literals shipped fleet-wide: a card index, a USB port","`After=dev-snd-controlC4.device` hardcodes card 4, so on a box where the XVF enumerates elsewhere the unit name does not exist and the After= is silently inert - while both sibling udev rules deliberately key on controlC* 'so they survive card-number reordering'. `ENV{ID_PATH}==""platform-xhci-hcd.1-usb-0:2:1.0""` means the same turntable on any other port never triggers",Drop the dev-snd-controlC4.device term (sound.target plus the reconciler's ready marker already order it) and the ID_PATH term (the helper already verifies product identity),-2,"T24-C8,T24-C9",,hardware-input,Y
R-249,Should-fix,Should-fix,deploy-integrity,deploy/ + .github/,"deploy/lib/install/systemd-units.sh:1355-1700 vs :280-810,1207-1266",The full profile re-inlines what streambox reaches through six helpers,"install_resilience_identity_unit_files (12 commands), install_grouping_unit_files, install_renderer_source_unit_files, install_audio_output_recovery_unit_files, install_streambox_audio_slices and 4 of the 5 web pairs each have exactly one caller; start_streambox_runtime_units likewise duplicates install_systemd_units:1755-1876",Have install_systemd_units call the six helpers it currently inlines; hoist the shared enable/start tail into one function taking a profile flag,-250,T24-C3,,steward-general,N
R-250,Should-fix,Should-fix,deploy-integrity,.github/,scripts/ci-classify.py:245; .github/workflows/docs-links.yml; .github/workflows/tests.yml:567-582,A Markdown rename takes the lane that never runs the link check,ci-classify sends any non-A/M status to full; the full lane's ci aggregate runs docs-linkcheck only in the docs lane; docs-links.yml is a separate always-on workflow that branch protection does not require (ci is the sole required context). CONTRIBUTING.md documents the trade-off but names no mitigation,"Add docs-links as a required branch-protection context, or fold a diff-scoped docs-linkcheck into an always-run full-lane job",+5,T27-C1,,steward-general,N
R-251,Should-fix,Should-fix,deploy-integrity,.github/,".github/workflows/tests.yml:49-57,133-141,270-278,329-339,300-308,361-380; scripts/test-merge:65-66",CI setup duplicated four ways; mypy runs twice; a leak masked,"checkout->setup-python->setup-uv (pinned version '0.12.9')->uv sync appears in 4 jobs, two of which also duplicate the portaudio apt-install and the openwakeword --no-deps step verbatim; dependabot bumps the action SHAs but not the pinned input string, so a uv bump is 4 edits. CI runs .venv/bin/mypy as its own step and then runs test-merge, which runs mypy again unconditionally. The 30->45 min pytest bump cites 'the suite's late-run descriptor exhaustion' with no tracking issue and no expiry",One composite action for the setup; drop the standalone mypy step (or give test-merge --skip-mypy); file and cite the descriptor-exhaustion issue before the next bump becomes permanent,-60,"T27-C2,T27-C3,T26-1-C2",,steward-general,N
R-252,Should-fix,Should-fix,deploy-integrity,pyproject.toml,"pyproject.toml:317-322,341-434; jasper/audio_measurement/{deconv,sweep,distortion}.py",The mypy baseline understates the gap: unannotated bodies go unchecked,"Neither check_untyped_defs nor disallow_untyped_defs is set, so mypy does not type-check the body of an unannotated function; jasper/audio_measurement/ (19,868 LOC, the analysis core) is NOT on the baseline so it reads as checked, yet deconv.py has 2/11 functions return-annotated, sweep.py 3/8, distortion.py 10/21. Separately program_analysis/dispatch.py's five phase functions - including the two largest in the tile - carry zero parameter annotations","Enable check_untyped_defs globally (cheap, non-breaking - it adds no signature strictness) and annotate the five dispatch phase functions",+50,"T27-C8,T12-1-C7",,tuning,Y
R-253,Nit,Nit,deploy-integrity,docs/,"docs/README.md; docs/doc-map.toml; tests/test_docs_impact.py:52-90; docs/bass-extension-waves/ (16 files); docs/ux-audit-2026-09-03/ (9 files); docs/adr/ (157 files, no index)","The no-orphan-doc invariant is non-recursive, and 157 ADRs have no index","test_root_and_top_level_docs_are_intentionally_mapped globs only ROOT/*.md and docs/*.md; historical/ has a dedicated exclusion test and research/ a doc-map comment, but the two subdirectories are invisible to the sweep by accident of depth. Separately ADR-0227/0228/0231 bundle 29 decisions into 3 files, so ~15% of the decision corpus is unfindable by filename grep","Extend the glob to docs/**/*.md with the same exclusions; add a generated docs/adr/README.md table of {number, title, date, supersedes}",+60,"p0-docs-1,p0-docs-9.3,p0-docs-9.4",,steward-general,N
R-254,Should-fix,Should-fix,deploy-integrity,docs/,"docs/audit-pending-followups.md (530 lines, 'Last verified: 2026-07-11'); docs/multiroom-pairing-reliability-plan.md (1,230 lines); docs/AEC-DIAG-06-*.md:21-24; docs/RESEARCH-pipewire-low-latency.md:179; docs/testing-tooling.md:82,116-117",Routed-as-current docs are 56 days stale or point at deleted files,"audit-pending-followups is still routed from doc-map.toml as current for two subsystems in a repo doing >4,100 PRs; multiroom-pairing-reliability-plan is a 'rescued plan' extracted from a branch 235 commits behind main whose own header says every fact must be re-verified - exactly the HANDOFF tier ruling 13 / ADR-0199 deleted; six dead HANDOFF-*/CHIP-AEC-EXPERIMENT links sit in currently-maintained docs; testing-tooling cites a moved test function and two nonexistent example filenames",Re-derive or mark resolved; delete the rescued plan (git keeps it) after moving its two live findings to issues; annotate dead links '(deleted; see git history)' as limiter-bench-runner-implementation.md already correctly does,-1250,"p0-docs-9.5,p0-docs-9.11,T09-C7",ADR-0199 ruling 13,steward-general,N
R-255,Nit,Nit,deploy-integrity,scripts/,scripts/verify-ref-no-silence-bug.sh:119; scripts/capture-correction-diagnostic.py:1; deploy/usbsink/uac2_name_patch.py:76-78 vs jasper/speaker_name.py:38,Three small hygiene defects in the operator tooling,"A hardcoded personal path (/Users/jaspercurry/Code/JTS/.venv/bin/python) baked into a shared script's python-search fallback; the only file in its tile with no SPDX header; the allowed-name charset spelled twice with nothing pinning them equal, so drift silently rejects a name the wizard accepted",Delete the hardcoded path; add the header; add one assertion in tests/test_uac2_name_patch.py comparing the two sets,-2,"T26-1-C7,T26-1-C8,T24-C16",,steward-general,N
R-256,Should-fix,Should-fix,observability,jasper/cli/doctor/,"jasper/cli/doctor/_shared.py:313-321; grouping.py:537,617,718,854,1001,1068,1107,1169; correction.py:674,753","The doctor's hottest facts are read 24 times per run, unmemoized","_parked_follower_result is called from 14 sites (aec x5, audio x2, renderers x7), each reaching multiroom.config.load_config() - one file read - while evidence.parked_bonded_follower() is the memoized path and only usbsink.py uses it; 8 more un-memoized load_config() calls in grouping.py; crossover_v2_status_block() is read twice and is the reader that times out at 15 s on a Zero 2 W (and _harness.py:126-131 cannot kill the blocked worker)","One line: _parked_follower_result calls evidence.parked_bonded_follower(); evidence.get('grouping_config', load_config); evidence.get('crossover_v2_status', crossover_v2_status_block)",0,"T10-C2,T10-C3,T10-C7,T10-C8",#4127 (points the wrong way - it omits the rows instead of memoizing),doctor-state-resilience,Y
R-257,Should-fix,Should-fix,observability,jasper/cli/doctor/ + jasper/control/,doctor/usbsink.py:862-866 vs control/state_aggregate.py:496-501; doctor/network.py:238-300 vs control/wifi_guardian_state.py:70-230; doctor/web.py:271-291 vs control/state_aggregate.py:508-551,Three facts computed independently in the two homes ADR-0233 forbids,"'is the USB combo armed' is a byte-identical expression in both, and USB_DIRECT_ENV_VAR has only those two consumers; 'stash SSID matches the active NM profile' is computed twice, each forking the same nmcli; conversation-history store health opens the store twice and each derives its own unavailable/unreadable/turn-count",combo_armed(text) in fanin/coupling_auto.py; move stash_matches_active into wifi_guardian_persistence.py; one conversation_history.health() reader with the doctor adding only the threshold,-80,"T10-C4,T10-C5,T10-C6",ADR-0233 rule 1,doctor-state-resilience,N
